证券代码,证券简称,监管类型,处理事由,涉及对象,处理日期
600084,中葡股份,监管工作函,要求公司核实并披露股价波动的相关情况,上市公司,2016/7/28
,,,,,
600228,昌九生化,监管工作函,要求公司核实并披露股东一致行动关系有关事项,上市公司,2016/7/28
,,,,,
600785,新华百货,监管关注,关于对上海宝银创赢投资管理有限公司及上海兆赢股权投资基金管理有限公司予以监管关注的决定,一般股东,2016/7/28
,,,,,
600785,新华百货,监管关注,关于对银川新华百货商业集团股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/7/28
,,,,,
600826,兰生股份,监管工作函,对公司股东持股变动事项提出监管要求,上市公司,2016/7/27
,,,,,
600898,三联商社,监管工作函,对公司关联方超期未履行承诺的相关事项提出监管要求,上市公司,2016/7/27
,,,,,
600182,S佳通,监管工作函,对公司加快推进股改事项提出监管要求,上市公司、控股股东及实际控制人,2016/7/27
,,,,,
600393,广州粤泰,监管关注,关于对广州粤泰集团股份有限公司董事长杨树坪予以监管关注的决定,上市公司、高级管理人员,2016/7/26
,,,,,
600822,上海物贸,监管关注,关于对上海物资贸易股份有限公司、董事会秘书许伟和国泰君安证券股份有限公司项目负责人肖翔云、薛歆予以监管关注的决定,上市公司、高级管理人员、中介机构及其相关人员,2016/7/26
,,,,,
600016,民生银行,监管工作函,对公司加强规范运作事项提出监管要求,上市公司,2016/7/25
,,,,,
600675,*ST中企,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/7/22
,,,,,
600702,沱牌舍得,监管工作函,要求公司核实媒体报道有关事项,上市公司,2016/7/22
,,,,,
600828,茂业商业,监管工作函,对股价波动有关事项明确监管要求,上市公司,2016/7/20
,,,,,
600016,民生银行,监管工作函,要求公司督促股东披露增持公司股份有关事项,上市公司,2016/7/19
,,,,,
600610,中毅达,监管工作函,对重组标的资产股权被冻结有关事项明确监管要求,上市公司、中介机构及其相关人员、其他,2016/7/18
,,,,,
600321,国栋建设,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/7/15
,,,,,
600385,山东金泰,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/7/11
,,,,,
600173,卧龙地产,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/7/11
,,,,,
600467,好当家,监管工作函,要求公司核实接受券商调研相关事项并及时履行信息披露义务,上市公司,2016/7/8
,,,,,
600539,狮头股份,监管工作函,要求公司就重大资产重组事项召开媒体说明会,上市公司,2016/7/8
,,,,,
600636,三爱富,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/7/8
,,,,,
600139,西部资源,监管关注,关于对四川西部资源控股股份有限公司董事会秘书王娜予以监管关注的决定,高级管理人员,2016/7/8
,,,,,
600467,好当家,监管工作函,要求公司补充披露签订战略合作协议有关事项,上市公司,2016/7/7
,,,,,
600654,中安消,监管关注,关于对中安消股份有限公司和董事会秘书付欣予以监管关注的决定,上市公司、高级管理人员,2016/7/5
,,,,,
603227,雪峰科技,监管关注,关于对新疆雪峰科技（集团）股份有限公司总经理刘爱华予以监管关注的决定,高级管理人员,2016/7/4
,,,,,
600099,林海股份,监管关注,关于对林海股份有限公司重大资产重组独立财务顾问项目主办人黄超、许阳予以监管关注的决定,中介机构及其相关人员,2016/7/4
,,,,,
600643,爱建集团,监管关注,关于对上海爱建集团股份有限公司和董事会秘书予以监管关注的决定,上市公司、高级管理人员,2016/7/1
,,,,,
600594,益佰制药,监管关注,关于对贵州益佰制药股份有限公司总经理郎洪平予以监管关注的决定,高级管理人员,2016/7/1
,,,,,
601777,力帆股份,监管关注,关于对力帆实业（集团）股份有限公司和有关责任人予以监管关注的决定,上市公司、控股股东及实际控制人、高级管理人员,2016/7/1
,,,,,
600093,禾嘉股份,监管关注,关于对四川禾嘉股份有限公司和董事会秘书徐德智予以监管关注的决定,上市公司、高级管理人员,2016/7/1
,,,,,
600108,亚盛集团,监管关注,关于对甘肃亚盛实业（集团）股份有限公司和董事会秘书殷图廷予以监管关注的决定,上市公司、高级管理人员,2016/7/1
,,,,,
603227,雪峰科技,通报批评,关于对新疆雪峰科技（集团）股份有限公司、新疆雪峰投资控股有限责任公司和有关责任人予以通报批评的决定,上市公司、董事、高级管理人员、关联方,2016/7/1
,,,,,
601218,吉鑫科技,通报批评,关于对江苏吉鑫风能科技股份有限公司副总经理陆卫忠予以通报批评的决定,高级管理人员,2016/7/1
,,,,,
600806,*ST昆机,通报批评,关于对沈机集团昆明机床股份有限公司及控股股东沈阳机床（集团）有限责任公司、股权受让方西藏紫光卓远股权投资有限公司及有关责任人予以纪律处分的决定,其他,2016/7/1
,,,,,
600139,西部资源,通报批评,关于对四川西部资源控股股份有限公司及有关责任人予以通报批评的决定,上市公司、董事,2016/7/1
,,,,,
600099,林海股份,通报批评,关于对林海股份有限公司、控股股东中国福马机械集团有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员、控股股东及实际控制人,2016/7/1
,,,,,
600806,*ST昆机,公开谴责,关于对沈机集团昆明机床股份有限公司及控股股东沈阳机床（集团）有限责任公司、股权受让方西藏紫光卓远股权投资有限公司及有关责任人予以纪律处分的决定,上市公司、董事、高级管理人员、控股股东及实际控制人、其他,2016/7/1
,,,,,
600145,*ST新亿,监管工作函,对公司召开投资者说明会有关事项明确监管要求,上市公司,2016/6/29
,,,,,
600614,鼎立股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/28
,,,,,
600759,洲际油气,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/27
,,,,,
600833,第一医药,监管工作函,对公司董事会和监事会换届有关事项明确监管要求,上市公司,2016/6/24
,,,,,
600543,莫高股份,监管工作函,要求公司核实相关股东是否存在一致行动关系,上市公司,2016/6/24
,,,,,
600725,*ST云维,监管工作函,对公司债务逾期有关事项明确监管要求,上市公司,2016/6/23
,,,,,
600747,大连控股,监管工作函,对公司募集资金冻结有关事项再次明确监管要求,上市公司,2016/6/22
,,,,,
600381,青海春天,监管工作函,对公司股票实施其他风险警示及终止重大资产重组事项明确监管要求,上市公司,2016/6/20
,,,,,
600767,运盛医疗,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/20
,,,,,
600381,青海春天,监管工作函,要求公司核实投诉事项并及时履行信息披露义务,上市公司,2016/6/17
,,,,,
600543,莫高股份,监管工作函,要求公司核实股东是否存在一致行动关系并督促其及时履行信息披露义务,上市公司,2016/6/16
,,,,,
601377,兴业证券,监管工作函,要求公司核实被立案调查相关事项并及时履行信息披露义务,上市公司,2016/6/16
,,,,,
600228,昌九生化,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/15
,,,,,
600576,万家文化,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/15
,,,,,
600408,安泰集团,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/14
,,,,,
603227,雪峰科技,监管关注,关于对新疆雪峰科技（集团）股份有限公司监事夏咸平予以监管关注的决定,监事,2016/6/8
,,,,,
603010,万盛股份,监管关注,关于对浙江万盛股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/6/8
,,,,,
600282,南钢股份,监管关注,关于对南京钢铁股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/6/8
,,,,,
600276,恒瑞医药,监管关注,关于对江苏恒瑞医药股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/6/8
,,,,,
600749,西藏旅游,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/8
,,,,,
600318,新力金融,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/7
,,,,,
600545,新疆城建,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/6/7
,,,,,
600759,洲际油气,监管工作函,对公司差异化分红事项提出监管要求,上市公司,2016/6/3
,,,,,
600781,辅仁药业,监管工作函,要求公司核实并披露重大资产重组标的资产相关事项，要求财务顾问和会计师发表专项意见,上市公司、中介机构及其相关人员,2016/6/2
,,,,,
603008,喜临门,通报批评,关于对喜临门家具股份有限公司副总裁何劲松予以通报批评的决定,高级管理人员,2016/6/2
,,,,,
600747,大连控股,监管工作函,要求公司披露募集资金冻结事项，要求保荐机构及会计师说明是否严格履行核实义务,上市公司、中介机构及其相关人员,2016/6/1
,,,,,
603227,雪峰科技,监管工作函,对公司国有股权无偿划转信息披露事项明确监管要求,上市公司、控股股东及实际控制人,2016/6/1
,,,,,
600539,狮头股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/31
,,,,,
600120,浙江东方,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/31
,,,,,
600153,建发股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/31
,,,,,
600696,匹凸匹,通报批评,关于对匹凸匹金融信息服务（上海）股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/5/30
,,,,,
600738,兰州民百,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/27
,,,,,
600311,荣华实业,监管关注,关于对甘肃荣华实业（集团）股份有限公司和董事会秘书辛永清予以监管关注的决定,上市公司、高级管理人员,2016/5/27
,,,,,
600276,恒瑞医药,监管关注,关于对江苏恒瑞医药股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/6/8
,,,,,
600113,浙江东日,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/26
,,,,,
600069,银鸽投资,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/25
,,,,,
600528,中铁二局,监管关注,关于对中铁二局股份有限公司和董事会秘书邓爱民予以监管关注的决定,上市公司、高级管理人员,2016/5/25
,,,,,
600225,天津松江,监管关注,关于对天津松江股份有限公司股东上海沅乙投资中心（有限合伙）予以监管关注的决定,一般股东,2016/5/25
,,,,,
600764,中电广通,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/23
,,,,,
600367,红星发展,监管工作函,对公司股价异常波动与媒体报道相关事项提出监管要求,上市公司,2016/5/20
,,,,,
600175,美都能源,监管工作函,要求公司非公开发行股票的保荐机构审慎履行督导义务,中介机构及其相关人员,2016/5/20
,,,,,
601101,昊华能源,通报批评,关于对北京京煤集团有限责任公司及其董事长付合年予以通报批评的决定,控股股东及实际控制人,2016/5/20
,,,,,
603838,四通股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/19
,,,,,
603268,松发股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/19
,,,,,
600652,游久游戏,通报批评,关于对上海游久游戏股份有限公司股东刘亮、代琳予以通报批评的决定,一般股东,2016/5/18
,,,,,
600543,莫高股份,监管工作函,要求公司核实并披露股东大会决议有关事项,上市公司,2016/5/18
,,,,,
600170,上海建工,监管关注,关于对上海建工集团股份有限公司和董事会秘书李胜予以监管关注的决定,上市公司、高级管理人员,2016/5/17
,,,,,
600420,现代制药,监管关注,关于对上海现代制药股份有限公司及董事会秘书魏冬松予以监管关注的决定,上市公司、高级管理人员,2016/5/17
,,,,,
600771,广誉远,监管工作函,要求公司核实并披露子公司涉诉有关事项,上市公司,2016/5/13
,,,,,
600827,百联股份,监管工作函,对股东分立有关事项明确监管要求,上市公司、一般股东,2016/5/13
,,,,,
600663,陆家嘴,监管工作函,对公司董事会决议的信息披露事项明确监管要求,上市公司,2016/5/13
,,,,,
600605,汇通能源,监管工作函,对公司股价波动相关事项提出监管要求,上市公司,2016/5/12
,,,,,
603118,共进股份,监管关注,关于对深圳市共进电子股份有限公司监事殷泽望予以监管关注的决定,监事,2016/5/11
,,,,,
601890,亚星锚链,监管关注,关于对江苏亚星锚链股份有限公司股东陶媛予以监管关注的决定,控股股东及实际控制人,2016/5/11
,,,,,
600645,中源协和,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/10
,,,,,
600533,栖霞建设,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务，要求财务顾问就重组后续处理方案出具专项意见,上市公司、中介机构及其相关人员,2016/5/10
,,,,,
600822,上海物贸,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/10
,,,,,
600732,*ST新梅,监管工作函,要求公司核实股东公开征集提案权的相关事项并及时履行信息披露义务，要求律师出具专项意见,上市公司、一般股东中介机构及其相关人员,2016/5/6
,,,,,
600556,慧球科技,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/5
,,,,,
600122,宏图高科,监管工作函,对公司延期回复重组问询函事项明确监管要求,上市公司,2016/5/4
,,,,,
600091,ST明科,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/5/3
,,,,,
600145,*ST新亿,监管工作函,对公司重整中债权债务确认与停复牌相关事项提出监管要求,上市公司,2016/4/29
,,,,,
600097,开创国际,监管工作函,对公司业绩预告更正事项提出监管要求,上市公司,2016/4/28
,,,,,
600697,欧亚集团,监管工作函,要求公司股东说明并披露提议高送转的理由及相关情况,一般股东,2016/4/28
,,,,,
600385,山东金泰,监管工作函,要求公司核实并披露筹划重大事项对实际控制人承诺履行情况的影响,上市公司,2016/4/27
,,,,,
600408,安泰集团,监管工作函,要求公司核实并披露媒体报道的相关事项,上市公司,2016/4/27
,,,,,
600848,上海临港,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/27
,,,,,
600139,西部资源,监管工作函,要求公司详细披露重大资产重组与股权转让相关事项并加强停复牌管理,上市公司,2016/4/25
,,,,,
600725,云维股份,监管工作函,要求公司及担保人核实并披露债券回售及付息风险与具体安排、要求受托管理人积极履行受托职责并出具专项意见,上市公司、控股股东及实际控制人、中介机构及其相关人员,2016/4/22
,,,,,
601001,大同煤业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/22
,,,,,
600785,新华百货,监管工作函,对公司股价波动相关事项提出监管要求,上市公司,2016/4/21
,,,,,
600339,*ST天利,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/21
,,,,,
600606,绿地控股,监管工作函,要求公司核实并披露原控股子公司债券违约相关事项,上市公司,2016/4/21
,,,,,
603227,雪峰科技,监管工作函,要求保荐人核实并说明对新上市公司履行持续督导责任的相关事项,中介机构及其相关人员,2016/4/20
,,,,,
603889,新澳股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/20
,,,,,
600857,宁波中百,监管工作函,要求公司核实并披露有关对外担保的相关事项,上市公司,2016/4/20
,,,,,
600478,科力远,监管工作函,要求公司充分披露高送转的目的及原因,上市公司,2016/4/20
,,,,,
600870,厦华电子,监管工作函,要求公司关注股东权益变动的影响并及时履行信息披露义务,上市公司,2016/4/19
,,,,,
600145,*ST新亿,监管工作函,对公司年报披露与停复牌相关事项提出监管要求,上市公司,2016/4/18
,,,,,
600247,*ST成城,监管工作函,对年报审计相关事项提出监管要求,中介机构及其相关人员,2016/4/18
,,,,,
603399,新华龙,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/18
,,,,,
600368,五洲交通,监管工作函,对公司控股股东非经营性资金占用事项提出监管要求,上市公司,2016/4/15
,,,,,
601618,中国中冶,监管关注,关于对中国冶金科工股份有限公司董事长国文清予以监管关注的决定,董事,2016/4/14
,,,,,
600423,柳化股份,监管工作函,要求披露公司股价异动核查情况、非经营性资金占用相关事项及其影响,上市公司、控股股东及实际控制人、中介机构及其相关人员,2016/4/14
,,,,,
600485,信威集团,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/14
,,,,,
601618,中国中冶,通报批评,关于对中国冶金科工股份有限公司及董事会秘书肖学文予以通报批评的决定,上市公司、高级管理人员,2016/4/12
,,,,,
600822,上海物贸,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/4/12
,,,,,
600984,*ST建机,监管工作函,要求公司补充披露变更重组业绩承诺有关事项,上市公司,2016/4/12
,,,,,
600721,百花村,监管关注,关于对新疆百花村股份有限公司和董事会秘书吕政田予以监管关注的决定,上市公司、高级管理人员,2016/4/12
,,,,,
600785,新华百货,监管工作函,要求公司尽快明确并披露股东大会临时提案的后续安排,上市公司,2016/4/11
,,,,,
600785,新华百货,监管工作函,对公司股东大会临时提案事项提出监管要求,一般股东,2016/4/11
,,,,,
600306,商业城,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/4/11
,,,,,
600303,曙光股份,监管关注,关于对辽宁曙光汽车集团股份有限公司和董事会秘书那涛予以监管关注的决定,上市公司、高级管理人员,2016/4/8
,,,,,
603899,晨光文具,监管关注,关于对上海晨光文具股份有限公司副总裁吴联银予以监管关注的决定,高级管理人员,2016/4/8
,,,,,
600381,青海春天,监管工作函,对公司召开投资者说明会的信息披露工作提出监管要求,上市公司,2016/4/7
,,,,,
600058,五矿发展,监管工作函,要求公司核实并披露天津港爆炸事故相关损失及对公司的影响,上市公司,2016/4/5
,,,,,
600291,西水股份,通报批评,关于对内蒙古西水创业股份有限公司及有关责任人予以通报批评的决定,上市公司、董事、高级管理人员,2016/4/5
,,,,,
600843,上工申贝,监管工作函,要求公司披露股权转让与重大资产重组的关系并加强停复牌管理,上市公司,2016/4/1
,,,,,
600381,青海春天,监管工作函,要求公司披露换发《药品生产许可证》相关事项及对公司生产经营的影响,上市公司,2016/4/1
,,,,,
600812,华北制药,监管关注,关于对华北制药股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/4/1
,,,,,
600381,青海春天,监管工作函,要求公司核实并披露冬虫夏草保健食品试点停止相关事项,上市公司,2016/3/31
,,,,,
600455,博通股份,通报批评,关于对西安博通资讯股份有限公司股东黄永飞及其一致行动人予以纪律处分的决定,一般股东,2016/3/30
,,,,,
600455,博通股份,公开谴责,关于对西安博通资讯股份有限公司股东黄永飞及其一致行动人予以纪律处分的决定,一般股东,2016/3/30
,,,,,
600539,*ST狮头,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/29
,,,,,
600306,商业城,通报批评,关于对深圳市琪创能贸易有限公司予以通报批评的决定,一般股东,2016/3/29
,,,,,
600399,抚顺特钢,监管工作函,要求公司加强信息披露管理并自查是否存在未披露的重大事项,上市公司、控股股东及实际控制人,2016/3/28
,,,,,
600689,上海三毛,通报批评,关于对上海三毛企业(集团)股份有限公司和控股股东重庆轻纺控股(集团)公司以及有关责任人予以通报批评的决定,上市公司、控股股东及实际控制人、董事、高级管理人员,2016/3/28
,,,,,
600891,秋林集团,监管工作函,要求公司核查并披露举报投诉有关事项,上市公司,2016/3/25
,,,,,
600663,陆家嘴,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/25
,,,,,
603111,康尼机电,监管关注,关于对南京康尼机电股份有限公司及有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/23
,,,,,
600745,中茵股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/23
,,,,,
600145,*ST新亿,监管工作函,要求公司核实并披露公司对外联系方式,上市公司,2016/3/22
,,,,,
600390,金瑞科技,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/22
,,,,,
600656,*ST博元,监管工作函,对公司股票退市整理期的相关工作及信息披露事项提出监管要求,上市公司,2016/3/21
,,,,,
600729,重庆百货,监管工作函,要求公司核实并披露控股股东增持计划相关进展,上市公司,2016/3/21
,,,,,
600817,ST宏盛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/17
,,,,,
600145,*ST新亿,监管工作函,要求公司补充披露破产重整计划相关信息,上市公司,2016/3/17
,,,,,
600851,海欣股份,监管关注,关于对上海海欣集团股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/17
,,,,,
601168,西部矿业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/16
,,,,,
600468,百利电气,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/15
,,,,,
600175,美都能源,监管工作函,对中介机构年报审计相关工作明确监管要求,中介机构及其相关人员,2016/3/14
,,,,,
600262,北方股份,监管关注,关于对内蒙古北方重型汽车股份有限公司和董事会秘书常德明予以监管关注的决定,上市公司、高级管理人员,2016/3/14
,,,,,
600110,诺德股份,监管关注,关于对诺德投资股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/14
,,,,,
600628,新世界,监管关注,关于对上海新世界股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/3/14
,,,,,
600656,*ST博元,监管工作函,要求公司再次补充披露前期监管工作函中明确的信息披露事项,上市公司,2016/3/11
,,,,,
601700,风范股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/11
,,,,,
603399,新华龙,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/10
,,,,,
600656,*ST博元,监管工作函,要求公司核实并披露有关申请破产重整的若干事项,上市公司,2016/3/10
,,,,,
600234,山水文化,监管工作函,要求公司核实并披露股价异动事项,上市公司,2016/3/9
,,,,,
600122,宏图高科,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/9
,,,,,
603123,翠微股份,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/3/9
,,,,,
600145,*ST新亿,监管工作函,对公司股票除权及相关信息披露事项提出监管要求,上市公司,2016/3/8
,,,,,
600732,*ST新梅,监管工作函,要求公司核实并披露重大资产重组相关进展,上市公司,2016/3/8
,,,,,
603869,北部湾旅,监管关注,关于对北部湾旅游股份有限公司和董事会秘书檀国民予以监管关注的决定,上市公司、高级管理人员,2016/3/7
,,,,,
600890,中房股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/4
,,,,,
600502,安徽水利,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/3/4
,,,,,
600306,商业城,监管工作函,要求公司核实并披露关联方承诺履行事项,上市公司,2016/3/3
,,,,,
600895,张江高科,监管工作函,要求公司说明交易事项会计处理的合规性，要求会计师及独立董事发表专项意见,上市公司、董事、中介机构及其相关人员,2016/3/1
,,,,,
600234,山水文化,监管工作函,要求股东补充说明一致行动关系相关事项，要求律师发表专项意见,一般股东、中介机构及其相关人员,2016/2/29
,,,,,
600603,*ST兴业,监管工作函,要求公司尽快确认重大资产重组调整事项并及时复牌,上市公司,2016/2/29
,,,,,
600656,*ST博元,监管工作函,要求中介机构在年报审计中关注相关交易的会计处理,中介机构及其相关人员,2016/2/26
,,,,,
600539,*ST狮头,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/25
,,,,,
600469,风神股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务和相关决策程序,上市公司,2016/2/25
,,,,,
600987,航民股份,监管工作函,要求公司核实股价波动有关事项,上市公司,2016/2/25
,,,,,
600120,浙江东方,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/24
,,,,,
603010,万盛股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务和相关决策程序,上市公司,2016/2/24
,,,,,
600793,ST宜纸,监管关注,关于对宜宾纸业股份有限公司和董事会秘书王强予以监管关注的决定,上市公司、高级管理人员,2016/2/24
,,,,,
600234,山水文化,监管工作函,要求公司核实股东一致行动关系并及时履行信息披露义务,上市公司,2016/2/23
,,,,,
600006,东风汽车,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2016/2/23
,,,,,
600983,惠而浦,监管关注,关于对惠而浦（中国）股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2016/2/23
,,,,,
