证券代码,证券简称,监管类型,处理事由,涉及对象,处理日期
600983,惠而浦,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/23
,,,,,
600258,首旅酒店,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/23
,,,,,
600168,武汉控股,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/23
,,,,,
600189,吉林森工,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/21
,,,,,
600763,通策医疗,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/20
,,,,,
600303,曙光股份,监管工作函,要求公司核实并披露股票交易异常波动涉及的相关事项,上市公司,2015/11/20
,,,,,
600822,上海物贸,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/20
,,,,,
600195,中牧股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/19
,,,,,
600575,皖江物流,公开认定,关于对安徽皖江物流（集团）股份有限公司和有关责任人予以纪律处分的决定,董事,2015/11/19
,,,,,
600575,皖江物流,公开谴责,关于对安徽皖江物流（集团）股份有限公司和有关责任人予以纪律处分的决定,上市公司、董事、监事、高级管理人员,2015/11/19
,,,,,
601018,宁波港,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/18
,,,,,
600817,ST宏盛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/18
,,,,,
600311,荣华实业,监管工作函,要求公司核实并披露全资子公司能否按时恢复生产,上市公司,2015/11/18
,,,,,
600227,赤天化,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/18
,,,,,
600097,开创国际,通报批评,关于对上海开创国际海洋资源股份有限公司股东华立集团股份有限公司予以通报批评的决定,一般股东,2015/11/18
,,,,,
600628,新世界,监管关注,关于对上海新世界股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2015/11/18
,,,,,
600233,大杨创世,通报批评,关于对大连大杨创世股份有限公司股东北京千石创富资本管理有限公司予以通报批评的决定,一般股东,2015/11/18
,,,,,
600110,中科英华,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/17
,,,,,
600847,万里股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/17
,,,,,
600793,ST宜纸,监管工作函,要求公司及时披露整体搬迁相关事项,上市公司,2015/11/17
,,,,,
603869,北部湾旅,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/17
,,,,,
600145,*ST新亿,监管工作函,要求公司及时披露重整相关事项并充分揭示风险,上市公司,2015/11/16
,,,,,
600735,新华锦,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/16
,,,,,
600258,首旅酒店,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/16
,,,,,
600139,西部资源,监管工作函,要求公司加强停复牌管理,上市公司,2015/11/13
,,,,,
600739,辽宁成大,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/13
,,,,,
600238,海南椰岛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/13
,,,,,
600826,兰生股份,监管工作函,要求公司补充披露转让参股公司股权事项的交易标的审计报告及评估报告,上市公司,2015/11/12
,,,,,
600219,南山铝业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/11
,,,,,
600978,宜华木业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/10
,,,,,
600189,吉林森工,通报批评,关于对吉林森林工业股份有限公司及有关责任人予以通报批评的决定,"上市公司,高级管理人员",2015/11/10
,,,,,
600306,商业城,监管关注,关于对沈阳商业城股份有限公司股东陕西省国际信托股份有限公司予以监管关注的决定,一般股东,2015/11/10
,,,,,
600189,吉林森工,监管关注,关于对吉林森林工业股份有限公司董事长柏广新、总经理毛陈居和审计委员会召集人何健芬予以监管关注的决定,董事、高级管理人员,2015/11/10
,,,,,
600759,洲际油气,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/9
,,,,,
600732,*ST新梅,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/9
,,,,,
600745,中茵股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/9
,,,,,
600988,赤峰黄金,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/9
,,,,,
600864,哈投股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/9
,,,,,
600589,广东榕泰,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/6
,,,,,
600681,万鸿集团,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/6
,,,,,
600338,西藏珠峰,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/6
,,,,,
600565,迪马股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/5
,,,,,
603111,康尼机电,监管关注,关于对南京康尼机电股份有限公司和董事会秘书徐庆予以监管关注的决定,上市公司、高级管理人员,2015/11/5
,,,,,
603010,万盛股份,监管工作函,要求公司按照业务指引要求补充披露设立并购基金相关事项,上市公司,2015/11/4
,,,,,
600420,现代制药,监管工作函,要求控股股东提交充分、完整的内幕信息知情人名单,控股股东及实际控制人,2015/11/4
,,,,,
600652,游久游戏,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/11/3
,,,,,
600767,运盛医疗,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/11/3
,,,,,
600052,浙江广厦,监管关注,关于对浙江广厦股份有限公司控股股东广厦控股集团有限公司及其一致行动人广厦建设集团有限责任公司予以监管关注的决定,控股股东及实际控制人,2015/11/3
,,,,,
600847,万里股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/2
,,,,,
600306,商业城,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/2
,,,,,
603227,雪峰科技,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/11/1
,,,,,
600710,*ST常林,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/10/30
,,,,,
600555,九龙山,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/10/30
,,,,,
601169,北京银行,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/30
,,,,,
600533,栖霞建设,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/29
,,,,,
600736,苏州高新,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/29
,,,,,
600643,爱建集团,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/29
,,,,,
601388,怡球资源,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/29
,,,,,
600335,国机汽车,监管工作函,要求公司确认并披露天津港爆炸事故对公司的具体影响,上市公司,2015/10/28
,,,,,
600995,文山电力,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/27
,,,,,
600696,匹凸匹,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/27
,,,,,
600358,国旅联合,监管工作函,要求公司披露签署战略合作协议有关事项,上市公司,2015/10/27
,,,,,
600751,天海投资,监管工作函,要求公司详细披露股票交易异常波动公告涉及的相关事项并提供内幕信息知情人名单,上市公司,2015/10/27
,,,,,
600026,中海发展,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/23
,,,,,
600428,中远航运,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/23
,,,,,
601866,中海集运,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/23
,,,,,
601919,中国远洋,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/23
,,,,,
600165,新日恒力,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/22
,,,,,
600532,宏达矿业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/22
,,,,,
600763,通策医疗,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/22
,,,,,
600515,海岛建设,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/22
,,,,,
600728,佳都科技,监管关注,关于对佳都新太科技股份有限公司有关责任人予以监管关注的决定,董事,2015/10/22
,,,,,
600677,航天通信,监管关注,关于对航天通信控股集团股份有限公司和有关责任人予以监管关注的决定,上市公司、董事、高级管理人员,2015/10/21
,,,,,
600980、600593、600769、600892、603018、600768,北矿磁材、大连圣亚、祥龙电业、宝诚股份、设计股份、宁波富邦,监管关注,关于对中科汇通（深圳）股权投资基金有限公司予以监管关注的决定,一般股东,2015/10/21
,,,,,
600877,中国嘉陵,监管关注,关于对中国嘉陵工业股份有限公司(集团)和董事会秘书予以监管关注的决定,上市公司、高级管理人员,2015/10/21
,,,,,
600097,开创国际,监管工作函,要求公司核实有关媒体报道事项并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600242,*ST中昌,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600167,联美控股,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600462,石岘纸业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600817,ST宏盛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600682,南京新百,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600721,百花村,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600900,长江电力,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/21
,,,,,
600882,华联矿业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/20
,,,,,
601003,柳钢股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/20
,,,,,
600793,ST宜纸,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/19
,,,,,
600746,江苏索普,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/19
,,,,,
600530,交大昂立,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/14
,,,,,
600656,*ST博元,监管工作函,要求公司做好股票暂停上市期间信息披露工作,上市公司,2015/10/14
,,,,,
600247,*ST成城,通报批评,关于对吉林成城集团股份有限公司和有关责任人予以通报批评的决定,董事、高级管理人员,2015/10/13
,,,,,
600656,*ST博元,通报批评,关于对珠海市博元投资股份有限公司股东庄春虹予以通报批评的决定,一般股东,2015/10/13
,,,,,
600243,青海华鼎,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/13
,,,,,
600983,惠而浦,监管工作函,要求公司补充披露重大资产重组继续停牌的相关重大信息,上市公司,2015/10/13
,,,,,
600242,*ST中昌,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/13
,,,,,
600356,恒丰纸业,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/13
,,,,,
600654,中安消,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/13
,,,,,
600145,*ST新亿,通报批评,关于对新疆亿路万源实业投资控股股份有限公司和有关责任人予以通报批评的决定,董事、高级管理人员,2015/10/13
,,,,,
600610,中毅达,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/12
,,,,,
600866,星湖科技,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/10/12
,,,,,
600689,上海三毛,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案修订内容,上市公司,2015/10/12
,,,,,
600151,航天机电,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/12
,,,,,
600990,四创电子,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/12
,,,,,
603686,龙马环卫,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/12
,,,,,
600237,铜峰电子,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/12
,,,,,
600756,浪潮软件,监管关注,关于对浪潮软件股份有限公司董事会秘书申宝伟予以监管关注的决定,高级管理人员,2015/10/9
,,,,,
600587,新华医疗,监管工作函,要求公司就重组业绩承诺、股东增持承诺及非公开发行股票等事项相关问题履行信息披露义务,上市公司、控股股东及实际控制人,2015/10/9
,,,,,
600749,西藏旅游,通报批评,关于对西藏旅游股份有限公司股东胡波及其一致行动人胡彪予以通报批评的决定,一般股东,2015/10/8
,,,,,
600139,西部资源,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/10/8
,,,,,
600207,安彩高科,监管工作函,要求公司加强停复牌管理并及时披露非公开发行股份预案,上市公司,2015/9/30
,,,,,
600817,ST宏盛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/30
,,,,,
600365,通葡股份,监管工作函,要求公司审慎决策继续延期复牌事项,上市公司,2015/9/30
,,,,,
600817,ST宏盛,通报批评,关于对西安宏盛科技发展股份有限公司和有关责任人予以通报批评的决定,公司、董事、高级管理人员,2015/9/30
,,,,,
600505,西昌电力,监管关注,关于对四川西昌电力股份有限公司第三大股东四川省水电投资经营集团有限公司予以监管关注的决定,一般股东,2015/9/30
,,,,,
601996,丰林集团,通报批评,关于对广西丰林木业集团股份有限公司控股股东丰林国际有限公司予以通报批评的决定,控股股东及实际控制人,2015/9/29
,,,,,
600238,海南椰岛,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/28
,,,,,
600365,通葡股份,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/28
,,,,,
600610,中毅达,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/28
,,,,,
601929,吉视传媒,监管关注,关于对吉视传媒股份有限公司和时任董事会秘书麻卫东予以监管关注的决定,公司、高级管理人员,2015/9/28
,,,,,
600455,博通股份,监管关注,关于对西安博通资讯股份有限公司股东黄永飞等予以监管关注的决定,一般股东,2015/9/28
,,,,,
600281,太化股份,通报批评,关于对太原化工股份有限公司控股股东太原化学工业集团有限公司予以通报批评的决定,控股股东及实际控制人,2015/9/28
,,,,,
600315,上海家化,监管工作函,要求公司加强停复牌管理并及时披露要约收购进展情况,上市公司,2015/9/25
,,,,,
600525,长园集团,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/25
,,,,,
600767,运盛医疗,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/25
,,,,,
600226,升华拜克,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/25
,,,,,
600186,莲花味精,监管工作函,要求公司核实违规披露继续停牌公告的原因并对相关行为进行整改,上市公司,2015/9/25
,,,,,
600696,匹凸匹,监管工作函,要求公司核实投资者投诉事项并按规定履行信息披露义务,上市公司,2015/9/25
,,,,,
600110,中科英华,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/9/24
,,,,,
600145,*ST新亿,监管工作函,要求公司和控股股东尽快核实控股股东股权冻结事由并按规定履行信息披露义务,上市公司、控股股东及实际控制人,2015/9/24
,,,,,
600721,百花村,监管工作函,要求公司加强停复牌管理并按规定填报重组交易进程备忘录及内幕信息知情人信息,上市公司,2015/9/23
,,,,,
600401,*ST海润,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/23
,,,,,
600121,郑州煤电,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/22
,,,,,
600072,钢构工程,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/22
,,,,,
600193,创兴资源,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/21
,,,,,
600090,啤酒花,监管工作函,要求公司提交停牌提示性公告并明确由于重组存在不确定性导致的停牌事项,上市公司,2015/9/21
,,,,,
600633,浙报传媒,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/21
,,,,,
600099,林海股份,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/21
,,,,,
600145,*ST新亿,监管工作函,要求公司加强信息披露管理并及时披露控股股东股权被冻结的公告,上市公司,2015/9/21
,,,,,
600759,洲际油气,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/21
,,,,,
600499,科达洁能,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/9/18
,,,,,
600568,中珠控股,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/18
,,,,,
600146,商赢环球,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/17
,,,,,
600575,皖江物流,监管工作函,要求公司核实与控股股东签订资产重组协议是否需履行股东会审议程序并及时披露，要求财务顾问出具专项意见,上市公司、中介机构及其相关人员,2015/9/17
,,,,,
600311,荣华实业,监管工作函,要求公司核实全资子公司停产影响与预计停产时间并履行信息披露义务,上市公司,2015/9/17
,,,,,
600785,新华百货,监管工作函,要求公司加强停复牌管理并按规定履行决策程序和信息披露义务,上市公司,2015/9/17
,,,,,
600155,宝硕股份,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/9/16
,,,,,
600671,天目药业,监管工作函,要求公司加强停复牌管理并按规定履行决策程序和信息披露义务,上市公司,2015/9/16
,,,,,
600990,四创电子,监管工作函,要求公司加强停复牌管理并及时披露员工持股计划,上市公司,2015/9/16
,,,,,
600634,中技控股,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/16
,,,,,
600212,江泉实业,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/15
,,,,,
600603,大洲兴业,监管工作函,要求公司加强停复牌管理并及时披露员工持股计划,上市公司,2015/9/15
,,,,,
600378,天科股份,监管工作函,要求第一大股东自查向公司提供的重大资产重组内幕信息知情人信息是否充分、完整,一般股东,2015/9/14
,,,,,
600186,莲花味精,监管工作函,要求财务顾问就筹划、终止重大资产重组以及变更为非公开发行事项的合规性提供书面意见,上市公司,2015/9/14
,,,,,
600097,开创国际,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/11
,,,,,
600719,大连热电,监管工作函,要求公司加强停复牌管理并按规定履行决策程序和信息披露义务,上市公司,2015/9/11
,,,,,
600886,国投电力,监管工作函,要求公司加强停复牌管理并及时披露非公开发行进展,上市公司,2015/9/11
,,,,,
600186,莲花味精,监管工作函,要求公司就前期筹划重大资产重组的事实和过程进行详细说明并及时披露目前筹划的非公开发行方案,上市公司,2015/9/11
,,,,,
601618,中国中冶,监管工作函,要求公司加强停复牌管理并督促股东尽快明确重大事项,上市公司,2015/9/11
,,,,,
600870,*ST厦华,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/8
,,,,,
600186,莲花味精,监管工作函,要求公司加强停复牌管理,上市公司,2015/9/7
,,,,,
601018,宁波港,监管工作函,要求公司加强停复牌管理并及时履行信息披露义务,上市公司,2015/9/2
,,,,,
600186,莲花味精,监管工作函,要求公司加强停复牌管理并尽快签订重组框架协议,上市公司,2015/9/2
,,,,,
600806,昆明机床,监管工作函,要求公司、控股股东加强停复牌管理并加快推进股权转让工作,上市公司、控股股东及实际控制人,2015/9/2
,,,,,
600798,宁波海运,监管工作函,要求公司及时披露停牌事项进展情况,上市公司,2015/9/2
,,,,,
600823,世茂股份,监管关注,关于对上海世茂股份有限公司副总裁孟洁予以监管关注的决定,高级管理人员,2015/9/1
,,,,,
600378,天科股份,监管工作函,要求董事会、第一大股东、第二大股东做好换届选举工作，要求董事会披露是否将临时提案提交股东大会表决,董事、一般股,2015/9/1
,,,,,
601616,广电电气,监管工作函,要求公司加强停复牌管理并及时披露控股股东股权转让事项的后续进展,上市公司,2015/9/1
,,,,,
600696,匹凸匹,监管工作函,要求公司加强停复牌管理并及时披露员工持股计划,上市公司,2015/8/31
,,,,,
600423,柳化股份,监管工作函,要求公司自查与控股股东及其关联方非经营性资金占用情况并制定整改方案，要求独立董事、监事会及审计机构发表意见,上市公司、董事、监事、中介机构及其相关人员,2015/8/31
,,,,,
600866,星湖科技,监管工作函,要求公司加强停复牌管理,上市公司,2015/8/27
,,,,,
600249,两面针,监管关注,关于对柳州两面针股份有限公司董事莫瑞予以监管关注的决定,董事,2015/8/27
,,,,,
601618,中国中冶,监管工作函,要求公司加强停复牌管理并督促股东尽快明确重大事项,上市公司,2015/8/26
,,,,,
600804,鹏博士,监管工作函,要求公司将参与设立宽带基金事项提交股东大会审议并及时披露执行情况,上市公司,2015/8/26
,,,,,
600277,亿利能源,监管工作函,要求公司加强停复牌管理并尽快完成非公开发行的审计评估工作,上市公司,2015/8/25
,,,,,
600258,首旅酒店,监管工作函,要求公司加强停复牌管理,上市公司,2015/8/24
,,,,,
600595,中孚实业,监管关注,关于对河南中孚实业股份有限公司及有关责任人予以监管关注的决定,公司、董事、高级管理人员,2015/8/24
,,,,,
600738,兰州民百,监管关注,关于对兰州民百(集团)股份有限公司监事毛大波予以监管关注的决定,监事,2015/8/24
,,,,,
601117,中国化学,监管关注,关于对中国化学工程股份有限公司和有关责任人予以监管关注的决定,公司、董事、高级管理人员,2015/8/24
,,,,,
601668,中国建筑,监管关注,关于对中国建筑股份有限公司副总裁李百安予以监管关注的决定,高级管理人员,2015/8/24
,,,,,
600702,沱牌舍得,监管工作函,要求公司核实有关控股股东国有股权转让及增资扩股的媒体报道并补充披露受让方的基本情况、股权转让须履行的程序等,上市公司,2015/8/21
,,,,,
600804,鹏博士,监管工作函,要求公司披露参与设立宽带基金的有关事项,上市公司,2015/8/21
,,,,,
600155,宝硕股份,监管工作函,要求公司加强停复牌管理,上市公司,2015/8/21
,,,,,
600319,亚星化学,监管工作函,要求公司加强停复牌管理并及时披露重大资产重组预案,上市公司,2015/8/19
,,,,,
600656,*ST博元,监管工作函,要求公司按规定编制定期报告并保证信息披露的真实、准确、完整,上市公司,2015/8/19
,,,,,
600873,梅花生物,监管工作函,要求公司尽快确定重大资产重组终止方案，要求董事会说明在审议及披露重组方案时是否勤勉尽责，要求独立董事和财务顾问出具专项意见,上市公司、董事、中介机构及其相关人员,2015/8/19
,,,,,
600238,海南椰岛,监管工作函,要求公司核实有关质疑产品质量的媒体报道并分阶段披露涉事产品检测进展情况,上市公司,2015/8/18
,,,,,
600094,大名城,监管工作函,要求公司补充披露对外投资的有关事项,上市公司,2015/8/17
,,,,,
600742,一汽富维,监管工作函,要求公司核实2015年度日常关联交易的实施情况并按要求及时履行审议程序和披露义务,上市公司,2015/8/17
,,,,,
600785,新华百货,通报批评,关于对银川新华百货商业集团股份有限公司股东上海宝银创赢投资管理有限公司予以通报批评的决定,一般股东,2015/8/13
,,,,,
600167,联美控股,监管工作函,要求公司加强停复牌管理并及时披露重组工作进展,上市公司,2015/8/12
,,,,,
600785,新华百货,监管工作函,要求公司补充披露有关股东提案的具体内容,上市公司,2015/8/12
,,,,,
600393,东华实业,监管关注,关于对广州东华实业股份有限公司控股股东广州粤泰集团有限公司和公司董事会秘书蔡锦鹭予以监管关注的决定,控股股东及实际控制人、高级管理人员,2015/8/10
,,,,,
600637,东方明珠,监管工作函,要求公司核实董秘被采访事宜的媒体报道,上市公司,2015/8/7
,,,,,
